English,Manx,Notes
"Academic members of the group continue to publish their own research on a wide range of historical and contemporary topics of relevance to the Manx language community. Important recent contributions include Dr Erin McNulty’s PhD thesis (University of Glasgow, 2024) entitled “Cre’n sorçh dy Ghaelg t’ou loayrt nish?”: The intersection of ideologies and morphosyntactic variation in new speakers of Manx Gaelic, and her articles ‘Aavioghey as y Breear: Language Revitalization and the Manx Verbal System’. Journal of Celtic Linguistics 24 (2023): 85–124) and ‘Manx Speakers, Language, and Identity’ (Studia Celtica Posnaniensia 8 (2023): 1–24), as well as Dr Christopher Lewin’s article Lewin, Christopher (2024). ‘“It was a disaster in Ireland”: discourses around Manx as an optional or compulsory school subject’. (Linguistic Minorities in Europe, 2024). Some of these publications are of direct relevance to policy development for Manx.","Ta oltyn ard-schoillaragh jeh’n phossan tannaghtyn dy chur magh nyn ronsaght hene mychione caghlaa mooar dy chooishyn ny laghyn t’er noll shaghey as ny laghyn t’ayn nish, ta scanshoil da’n phobble Gaelgagh. Mastey reddyn jeh scansh va scruit er y gherrid ta thesis PhD Dr Erin McNulty (Ollooscoill Glaschu, 2024) enmyssit “Cre’n sorçh dy Ghaelg t’ou loayrt nish?”: The intersection of ideologies and morphosyntactic variation in new speakers of Manx Gaelic, as ny hartyn eck ‘Aavioghey as y Breear: Language Revitalization and the Manx Verbal System’. Journal of Celtic Linguistics 24 (2023): 85–124) as ‘Manx Speakers, Language, and Identity’ (Studia Celtica Posnaniensia 8 (2023): 1–24), as marish shen art voish Dr Custal Lewin, Lewin, Christopher (2024). ‘“It was a disaster in Ireland”: discourses around Manx as an optional or compulsory school subject’. (Linguistic Minorities in Europe, 2024). Ta paart jeh’n chooid scruit shoh jeh scansh as ymmyd mooar dauesyn ta lhiasaghey polaseeyn son y Ghaelg.",
"In addition, Lewin and McNulty are currently co-editing a special issue of a prominent international sociolinguistics journal about the revivals of Manx past and present. This publication is nearing completion and will showcase the voices of a number of practitioners involved on the ground in Manx language revitalization, as well as academics. It is hoped the publication will attract international attention and stimulate future research on the language.","Chammah’s shoh, ta Lewin as McNulty mysh co-femblal cur magh er-lheh mychione aavioghaghyn ny Gaelgey nish as ‘sy traa t’er noll shaghey ayns earishlioar ooasle ashoonagh mychione glareydys sheshoil. Ta’n earishlioar shoh bunnys aarloo as nee ee coraaghyn earroo dy ‘leih y hoilshaghey ta goaill ayrn ayns aavioghey ny Gaelgey mastey’n theay hene chammah’s ard-schoillaryn. Ta treisht ayn dy jean yn earishlioar shoh geill y hayrn veih feiy ny cruinney as tooilley ronsaghey y ghreinnaghey ayns y traa ry-heet.",
"The Department of Education, Sport and Culture’s Education Advisory Service aims to develop an interactive online reporting system which can be used by all members of Jeebin as a means of monitoring compliance with and application of Part III of the European Charter for Regional or Minority Languages.","Ta Shirveish Choyrlee yn Rheynn Ynsee, Spoyrt, as Cultoor kiarail dy lhiasaghey corys eddyr-obbragh er-linney cour cur coontey vees ry-gheddyn da dy chooilley olt dy Yeebin myr saase dy scrutaghey vel Ayrn III jeh Conaant Coonceil yn Oarpey son Glaraghyn Ardjynagh as Myn-ghlaraghyn goll er cur ayns bree er aght cairagh as kiart.",
Theme 3: Manx for the Manx speaking community,Cooish 3: Gaelg son y phobble Gaelgagh,
Strategic Commitment,Dean strateyshagh,
"We will support the social use of the Manx language at home, work, in schools and educational settings and in free time.","Nee mayd ymmyd sheshoil ny Gaelgey y phohlldal ec y thie, ec yn obbyr, ayns scoillyn as ayns traa seyr.",
We will work to ensure the language is inclusive and reflects contemporary society.,Nee mayd gobbragh dy hickyraghey dy vel yn çhengey foshlit da dy chooilley pheiagh as dy vel ee cooie da sheshaght ny laghyn t’ayn nish.,
"We will support parents who raise their children as Manx language speakers, and those who send their children to Manx medium education, and develop opportunities for social use of the Manx language.","Nee mayd cooney lesh paarantyn ta troggal nyn gloan myr loayrtee Gaelgagh, as lhieusyn ta cur nyn gloan dy ve ynsit trooid Gaelg, as nee mayd caaghyn y chroo son ymmyd sheshoil y Ghaelg.",
We will promote good communication between language groups both nationally and internationally.,Nee mayd cur er e hoshiaght co-haggloo eddyr possanyn glare chammah ayns Mannin as ‘sy theihll eddyr-ashoonagh.,
Progression,Goll er e hoshiaght,
"Mooinjer Veggey’s Resources Officer is developing Activity Packs for each week of the year, with themes based upon the Early Years Foundation Stage curriculum and the Manx Cultural Calendar. The packs are supporting the increased use of Manx at the Nursery and Possan Cloie groups and are available for use by other Nurseries and groups. This is particularly important in meeting target 3.1 in the Manx Language Strategy.","Ta Fer-oik Couyryn Vooinjer Veggey lhiasaghey Paggaghyn Roortys cour gagh shiaghtin ny bleeaney, as cooishyn soit er curriglym Keim Undinagh Bleeantyn Toshee as Feaillere Cultooroil Vannin. Ta ny paggaghyn cooney lesh yn ymmyd smoo dy Ghaelg t’ayns Roïe-scoillyn as Possanyn Cloie as t’ad ry-gheddyn da Roïe-scoillyn elley as da possanyn elley. Ta shoh feer scanshoil son dy chooilleeney dean 3.1 ayns yn Strateysh son y Ghaelg.",
"Colouring and Activity Sheets have been made for both Mooinjer Veggey’s groups but also social media and community print (e.g., Green’s Cafe), for Manx Language engagement and raising awareness of Mooinjer Veggey. Original drawings for some of the main Manx Calendar customs have been produced by the previous Resources Officer and are available on the Mooinjer Veggey website for anyone to use.","Va Duillagyn Daahghey as Duillagyn Roortys er nyn yannoo son yn daa phossan t’ec Mooinjer Veggey agh chammah’s shen va duillagyn er nyn brental son ny meanyn sheshoil as yn phobble (e.g. Thie-bee Greens), dy roshtyn magh dys y theay mychione y Ghaelg as bishaghey enney jeh Mooinjer Veggey. Va jallooyn noa son paart jeh ny cliaghtaghyn Manninagh er nyn groo liorish yn Fer-oik Couyryn v’ayn roish shoh, as t’ad ry-gheddyn er ynnyd-eggey Vooinjer Veggey da peiagh erbee saillish ymmyd y yannoo jeu.",
"Bunscoill Ghaelgagh continue to welcome adult speakers as helpers within the school. They have also put on several events, including a musical of Snow White shown over two evenings in the theatre at the Centenary Centre. Culture Vannin filmed and made sound recordings of the musical for future release.","Ta’n Vunscoill Ghaelgagh tannaghtyn dy oltaghey loayrtee as fir-choonee aasit stiagh ‘sy scoill. T’ad er chummal ymmodee taghyrtyn, goaill stiagh yn cloie-kiaullee Sniaghtey Bane va er ny chloie harrish daa astyr ayns y thie-cloie ec yn Ynnyd Keead Blein. Ren Culture Vannin fillym as recortyssyn sheean y yannoo jeh’n chloie-kiaullee vees currit magh ‘sy traa ry-heet.",
"Yn Skimmee Gaelgagh have supported pupils who have wanted to use Manx in national competitions, supported staff and pupils that have wanted to use Manx in whole school assemblies, school events and displays. The Possan Gaelgagh, an enrichment club for Manx speaking young people at QE2 High School, produced an animation submitted to an international competition (FilmG) and produced newsletters in Manx. At St. Ninians Lower School, there are two clubs for learners to play games in Manx: a lunch time and afterschool club. Yn Skimmee Gaelgagh have had combined training sessions with Bunscoill Ghaelgagh staff.","Ta’n Skimmee Gaelgagh er chooney lesh paitçhyn scoill va geearree jannoo ymmyd jeh Gaelg ayns co-hirraghyn eddyr-ashoonagh, as skimmee as ynseydee  va geearree jannoo ymmyd jeh Gaelg ayns co-chruinnaghtyn yn slane scoill, as taishbynyssyn as taghyrtyn yn scoill. Ta Possan Gaelgagh, club berçhaghey cour loayrtee aegey ny Gaelgey ayns Scoill Ard BE2, er chroo screeunyn-naight ayns Gaelg. Ec Scoill S’inshley Noo Ninian, ta daa chlub ayn son ynseydee dy chloie gammanyn ayns Gaelg: club ec traa jinnairagh as club lurg scoill. Ta’n Skimmee Gaelgagh er nyannoo seshoonyn traenal marish skimmee y Vunscoill Ghaelgagh.",
"Monthly Learn Manx newsletters from Culture Vannin provide news from across the Manx language community. Culture Vannin encourages people to contact Yn Greinneyder, the Manx Language Development Officer, to share news. An archive of past newsletters can be found at: www.learnmanx.com/newsletters","Ta screeunyn-naight meeagh veih Culture Vannin cur naight veih fud yn phobble Gaelgagh. Ta Culture Vannin greinnaghey sleih dy loayrt rish yn Ghreinneyder, yn Ven-Oik Lhiasee Ghaelgagh, dy rheynn naight. Ta tashtey-recortys jeh screeunyn-naight chaie ry-gheddyn ayns shoh:  www.learnmanx.com/newsletters",
"Social media channels provide ongoing support, promotion and use of Manx, across accounts such as Culture Vannin, Learn Manx, Bunscoill Ghaelgagh, Mooinjer Veggey and Yn Skimmee Gaelgagh.","Ta ammyryn meanyn sheshoil cur cooney kinjagh, cur y Ghaelg er e toshiaght as cur boayl ayn oddys ymmyd ve jeant jeh’n Ghaelg, ammyryn lheid as Culture Vannin, Ynsee Gaelg, Bunscoill Ghaelgagh, Mooinjer Veggey as Yn Skimmee Gaelgagh.",
"Culture Vannin offers ten weekly Manx classes for adults, resulting in just under 5,500 instances of participation each year. Two classes coincide with school drop-off times, and seven classes take place in the evenings or at weekends, to provide those who are restricted by normal working hours a chance to participate. Four classes take place via Zoom and six classes take place in person. Culture Vannin classes reach a wide age group, from those in their twenties through to students in their eighties and promotes intergenerational exchanges. Thanks to the inclusion of online classes, the diaspora of Manx speakers is becoming ever wider.","Ta Culture Vannin çhebbal jeih brastyllyn shiaghtinoil cour sleih aasit, yn eiyrtys jeh shoh, ta shen dy vel sleih goaill ayrn bunnys 5,500 keayrt gagh blein. Ta daa vrastyl taghyrt ec yn traa ta paarantyn cur lhieu nyn gloan dys ny veih’n scoill, as ta shiaght brastyllyn taghyrt ayns yn ‘astyr beg ny ec y jerrey-shiaghtin, dy chur caa dauesyn t’er nyn lhiettal liorish ooryn obbyr cadjyn dy ghoaill ayrn. Ta kiare brastyllyn goaill ynnyd er Zoom as ta shey brastyllyn goaill ynnyd ayns-persoon. Ta brastyllyn Culture Vannin roshtyn sleih jeh caghlaaghyn eash, vouesyn ta mysh feed blein dy eash dys studeyryn as yn kiare-feed ny yei oc, as t’eh cur er e hoshiaght coloayrtys eddyr sheelogheyn.  Bwooise da’n aght ta brastyllyn er-linney goaill stiagh dy chooilley pheiagh, ta’n diaspora Gaelgagh gaase eer ny smoo.",
"Culture Vannin supports Manx Gaelic broadcasting through its work with the Gaelic Broadcasting Committee, and through disseminating films created in, or about, Manx. Films can be found on the Culture Vannin YouTube channels and have a wide reach, with 4,710,547 total video views as of end of March 2024.","Ta Culture Vannin pohlldal ymskeaylley Gaelgagh lesh nyn obbyr marish Bing Ymskeaylley Gaelgagh, as trooid skeaylley magh filmyn hie er croo ayns, ny mychione, Gaelg. Ta filmyn ry-gheddyn er ammyryn Youtube Culture Vannin as ta roshtyn vooar oc, as hie ny feeshanyn er fakin 4,710,547 dy cheayrtyn ec jerrey mee veanagh y niarree 2024.",
"Culture Vannin organised and ran a teacher-training day with Helen Prosser, Director of Teaching and Learning for Dysgu Cymraeg (Learn Welsh) in March 2024. Two sessions took place; one for confident Manx speakers who would like to teach in the community, and another for established teachers. These sessions were well attended, and feedback was excellent, with participants gaining more confidence, ideas, and a greater understanding of methodology.","Ren Culture Vannin laa traenal cour fir-ynsee y reaghey as y stiurey marish Helen Prosser, Stiureyder Fir-ynsee as Ynseydee da Dysgu Cymraeg (gynsagh Bretnish) ayns mee veanagh y niarree 2024. Ghow daa heshoon ynnyd; yn derrey yeh son loayrtee Gaelgagh shickyr bailleu ve nyn vir-ynsee Gaelgagh, as yn jeh elley son fir-ynsee t’ayn hannah. Haink palçhey dy ‘leih dys ny seshoonyn shoh, as mie er bashtal va’n aaveaghey, as yn sleih ghow ayrn gaase ayns shickyrys, eieyn, as toiggalys jeh’n taase-oaylleeaght.",
"Yn Greinneyder, the Manx Language Development Officer for Culture Vannin, contributed to a minority languages conference in January 2024 at Japan House, London. The conference also featured round-table discussions, led by Dr. Julia Sallabank from SOAS, University of London.","Ghow yn Greinneyder, Ben-Oik Lhiasee Ghaelgagh da Culture Vannin ayrn ayns co-haggloo son myn-ghlaraghyn ayns mee s’jerree yn yeuree 2024 ec Thie Japan, Lunnin. Va resoonaghtyn boayrd cruinn ec yn cho-haggloo neesht, er nyn leeideil liorish Dr. Julia Sallabank veih SOAS, Ollooscoill Lunnin.",
Future Work,Obbyr ‘sy Traa Ry-Heet,
"Possan Cloie has been highly successful in recruiting new interest in Manx learning for families, nursery and ultimately the Bunscoill Ghaelgagh. Mooinjer Veggey will continue to seek opportunities to expand their Possan Cloie network. There are three Possan Cloie groups now but funding all of these remains a significant problem.","Ta Possan Cloie er ve speeideilagh erskyn towse as ad prowal dy vishaghey sym er gynsagh Gaelg mastey lughtyn-thie, roïe-scoillyn as myr eiyrtys lurg shen yn Vunscoill Ghaelgagh. Tannee Mooinjer Veggey dy hirrey caaghyn dy vooadaghey nyn moggyl dy Phossanyn Cloie. Ta three Possanyn Cloie ayn nish agh ta geddyn argid son ny possanyn shoh dy kinjagh ny ard-voirey.",
Yn Skimmee Gaelgagh hope to forge links with other peripatetic language teams and minority language professionals.  Some members of the team hope to attend and contribute to British Irish Council webinars and research.,Ta’n Skimmee Gaelgagh treishteil dy jean ad kianglaghyn y chroo rish skimmeeyn rouailtagh elley as sleih profeshoonagh ta gobbragh lesh myn-ghlaraghyn. Ta paart dy oltyn y skimmee jerkal rish taaghey as goaill ayrn ayns webinaryn as ronsaght y Choonceil Ghoaldagh-Yernagh.,
Theme 4: Lifelong learning of the Manx language from early to later years,Cooish 4: Ynsagh feiy’n vea voish oikanys dys shenn-eash,
Strategic Commitment,Dean Strateyshagh,
"We will ensure that anyone, of any age, anywhere, has the opportunity to learn and speak the Manx language and that the language’s role in community cohesion is recognised.","Nee mayd shickyraghey dy bee ec peiagh erbee, boayl erbee, caa dy ynsagh as dy loayrt y Ghaelg as dy bee scansh y ghlare son cooidjaghtys y phobble er ny toiggal.",
We will support the development of a clear pathway and training programme for the recruitment and retention of language practitioners in educational settings.,Nee mayd cooney lesh croo cassan ynsee as claare traenal shickyr son geddyn as freayll obbreeyn Gaelgagh ayns buill ynsee.,
"We will work to increase the numbers of speakers and learners of Manx to 5,000 by 2032.","Nee mayd gobbragh dy vishaghey yn earroo dy loayrtee as ynseydee yn Ghaelg dys 5,000 roish 2032.",
We will explore ways to grow provision for the language.,Nee mayd shirrey magh aghtyn dy vishaghey mooadys y chooney ta kiarit da’n ghlare.,
Progression,Goll er e hoshiaght,
Each of Mooinjer Veggey’s Possan Cloie groups brings about twelve new families to the Manx language each year. If this growth continues at the same pace Mooinjer Veggey would expect to see several hundred new supporters and speakers of Manx by the end of the 2022-2032 Manx Language Strategy.,"Ta dagh unnane jeh Possanyn Cloie Vooinjer Veggey cur lesh stiagh mysh ghaa-yeig dy lughtyn-thie noa dys y Ghaelg dagh blein. My vees yn aase shoh goll er ec y vieauid cheddin, bee Mooinjer Veggey jerkal rish fakin keead ny ghaa dy ‘leih ta cummal seose y Ghaelg as sleih as Gaelg oc roish jerrey yn Strateysh son y Ghaelg 2022-2032.",
"Mooinjer Veggey have had a successful year in fund raising events, though they continue to rely on considerable voluntary effort to ensure the organisation can continue to support preschool, primary and parental learning.","Ta blein feer speeideilagh er ve Mooinjer Veggey bentyn rish taghyrtyn son troggal argid, ga dy vel ad tannaghtyn dy lhie er obbyr dy liooar jeant liorish arryltee dy hickyraghey dy vod yn çheshaght tannaghtyn dy chummal seose ynsagh ayns roie-scoillyn, bunscoillyn as son paarantyn.",
Yn Skimmee Gaelgagh have trialled some lessons where KS4 Manx language learners have listened in to Manx language immersion lessons at QE2. The Manx Language Officer has commenced work on a schools’ Manx grammar book. Yn Skimmee Gaelgagh have attended high school open and option evenings talking about potential Manx language learning pathways and lifelong learning to parents and students.,Ta’n Skimmee Gaelgagh er phrowal paart dy lessoonyn raad ta ynseydee ec Ard-Cheim 4 çheet stiagh as geaishtagh rish lessoonyn jeant trooid Gaelg ec BE2. Ta’n Oaseir Gaelgagh er ghoaill toshiaght er lioar ghrammar Gaelgagh son scoillyn. Ta’n Skimmee Gaelgagh er daaghey fastyryn foshlit as fastyryn reih ec ardscoillyn dy loayrt mychione cassanyn ynsee Gaelgagh possibyl as ynsagh beayn da paarantyn as studeyryn.,
"As detailed earlier in the report, the Manx Corpus supports the learning and use of Manx across numerous sectors of the community, and MLRG is contributing to policy discussions around the further development of the Manx, both directly and via academic publications by its members.","Myr va imraait dy myn roïe ayns y tuarastyl shoh, ta’n Corpus Gaelgagh cummal seose ynsagh as ymmyd ny Gaelgey tessyn ymmodee rheynnyn yn phobble, as ta’n PRG goaill ayrn ayns resoonaghtyn polasee mychione lhiasaghey yn Ghaelg ny sodjey, chammah dy jeeragh as trooid pabyryn ardschoillaragh currit magh liorish oltyn yn phossan.",
"DESC Education Advisory Service has developed Manx Language Charter for Schools – ‘Gaelg Campus’ based on the Welsh Language Charter. The charter is based on three levels Bronze, Silver, Gold aiming to ensure that a school follows challenging but attainable targets in connection with promoting the use of the Manx Language. Schools who achieve the Gold Award will be invited to act as a hub school for other schools wishing to embark on following the charter.","Ta’n Çhirveish-Choyrlee Ynsee er lhiasaghey Conaant Gaelgagh cour Scoillyn - ‘Gaelg Campus’ ta soit er conaant yn Ghlare Vretnagh. Ta’n conaant soit er three keimyn Ooha, Argid, Airh, ta kiarail shickyraghey dy vel scoill geiyrt er deanyn ta doillee agh roshtynagh ta bentyn rish jannoo ymmyd jeh’n Ghaelg. Scoillyn ta cooilleeney yn Aundyr Airh, bee ad er nyn guirrey dy ve nyn scoill-hub son scoillyn elley ta geearree cummal seose yn conaant.",
"Culture Vannin runs ten weekly Manx lessons for adults, which are clearly progressive and levelled, and available at a range of times, both in-person and online. The lessons are supported by a four-part course, called Loayr Gaelg, accompanied by 200 sound files online. Yn Greinneyder has developed a large number of resources to support learners, meaning that retention of learners, and annual feedback received from them, is excellent.","Ta Culture Vannin stiurey jeih brastyllyn shiaghtinoil da sleih aasit, ta’n coorse er ny rheynn ayns keimyn as ta immeeaght leayr veih’n derrey cheim dys y keim elley. Ta ny brastyllyn ry-gheddyn ec caghlaaghyn traa, chammah ayns-persoon as er-linney. Ta ny lessoonyn soit er coorse ayns kiare ayrnyn, enmyssit Loayr Gaelg, as ta 200 coadan sheean er-linney goll marish. Ta’n Greinneyder er chroo ymmodee couyryn dy chooney lesh ynseydee, yn eiyrtys jeh shoh, ta shen dy vel ny hynseydee er nyn vreayll, as ta aaveaghey bleinoil voue mie er bashtal.",
Future Work,Obbyr ‘sy Traa Ry-Heet,
Mooinjer Veggey plans to open a further two Possan Cloie groups as resource allows. As outlined above this would significantly contribute to new speakers and supporters of Manx by 2032.,"Ta Mooinjer Veggey plannal dy ‘osley daa Phossan Cloie elley my vees argid as ynnydyn  dy liooar ayn. Myr ta imraait heose, veagh shoh bishaghey yn earroo dy loayrtee noa as sleih ta cummal seose yn Ghaelg roish 2032.",
Mooinjer Veggey continues to look for new fund-raising opportunities to allow the charity to expand its work and influence.,Ta Mooinjer Veggey tannaghtyn dy hirrey magh caaghyn elley dy hroggal argid vees lhiggey da’n çheshaght yiastyllagh e hobbyr as e bree y vooadaghey.,
"Yn Skimmee Gaelgagh will work to identify gaps in provision of lifelong learning of Manx and to further develop options for students that wish to learn Manx to identify clearer progression pathways. Possibly liaising with other agencies, they hope to create bitesize work-based experience opportunities for learners who would like to work towards speaking Manx within an educational work environment.","Obbree yn Skimmee Gaelgagh dy chur enney er baarnaghyn ayns kiarail son ynsagh beayn ny Gaelgey as nee ad reihyn y lhiasaghey ny sodjey son studeyryn ta geearree Gaelg y ynsagh, dy gheddyn cassanyn immeeaght s’baghtal.",
The MLRG and its members will continue to contribute to discussions on the development of lifelong learning opportunities and resources.,Nee yn PRG as e oltyn tannaghtyn dy ghoaill ayrn ayns resoonaghtyn mychione lhiasaghey caaghyn as couyryn cour ynsagh beayn.,
"MLRG further plans to launch a survey of Manx language organisations within the coming year and release a report and recommendations which it is hoped will inform discussions around the 5,000-speaker target, training, and recruitment within education at all levels, and how and where provision can be grown.","Ny sodjey, ta’n PRG kiarail creear jeh sheshaghtyn Gaelgagh y lunney çheu-sthie jeh’n vlein shoh çheet as tuarystal as saaseyn moyllit y chur magh vees cur fys da resoonaghtyn bentyn rish dean ny 5,000 loayrtagh, traenal, as tayrn stiagh sleih noa ayns ynsagh ec dy chooilley cheim, as kys as c’raad oddys kiarail ve er ny aase.",
Conclusion,Jerrey,
"This year shows good progress towards the aims of the Strategy. In particular, it shows that working together across agencies has a greater impact for the language and the language community. Resourcing issues still exist – both in terms of personnel and funding – and the language community recognises the importance of its grassroots and their voluntary contribution. We need to find innovative ways to encourage people to work for the language, and to have the confidence to do so.","Myleeaney ta shin er jeet er nyn doshiaght dy mie bentyn rish cooilleeney deanyn yn Strateysh. Er-lheh, t’eh soilshaghey dy vel co-obbraghey mastey sheshaghtyn ny haase mie dy vishaghey yn Ghaelg as yn pobble Gaelgagh. Ta boiraghyn foast ayn - bentyn rish chammah geddyn skimmee as argid - as ta pobble yn ghlare cur enney er yn scansh jeh obbyr arryltagh yn cho-phobble. Shegin dooin saaseyn noa-chliaghtagh y gheddyn dy ghreinnaghey sleih dy obbragh son yn ghlare, as dy ennaghtyn shickyr dy liooar dy yannoo shen.",
"The report shows the balance in sustaining activity and extending it, for example through the production of new resources. A great deal of Manx language material is now available freely online, which supports teaching in nurseries, schools, and the adult language learning community. Training for teachers has been important in extending their already excellent contribution, and support for parents is also crucial. We know that new research will contribute greatly to policy development.","Ta’n tuarystal soilshaghey yn cormid t’ayn ayns cummal seose shen ny ta goll er jannoo as eh y vooadaghey, myr sampleyr trooid croo couyryn noa. Ta mooarane stoo Gaelgagh ry-gheddyn dy nastee nish er-linney, as she shoh cooney mooar da fir as mraane-ynsee ayns roïe-scoillyn, scoillyn as da pobble yn sleih aasit ta gynsagh yn ghlare. Ta traenal son fir as mraane-ynsee er ve scanshoil son dy vel eh mooadaghey yn obbyr yindyssagh t’ad jannoo hannah, as ta cooney da paarantyn scanshoil erskyn towse neesht. Ta fys ain dy jean ronsaght noa cooney lesh lhiasaghey polaseeyn dy mooar.",
"Jeebin looks forward to preparations for the Year of the Manx Language in 2026. The year-long celebration of the language will help raise its profile, encourage wider support and engagement, and further build towards the ambitious target of 5,000 Manx speakers by 2032.","Ta Jeebin jeeaghyn rhymboo lesh jannoo aarloo cour Blein ny Gaelgey ayns 2026. Nee yn ard-eailley blein er lhiurid jeh’n ghlare cooney lesh bishaghey’n goo eck, greinaghey cooney veih ny smoo dy ‘leih as tayrn sleih stiagh. Nee eh cooney lesh roshtyn yn dean gloyrviandagh, ta shen dy ghra 5,000 dy loayrtee Gaelgagh liorish 2032.",
